resultId,raceId,driverId,constructorId,number,Grid,position,positionText,positionOrder,time_results ,milliseconds,fastestLap,rank_results,statusId,points,laps
6284,298,94,35,22,18,11,11,11,\N,\N,\N,\N,11,0,44
6285,298,81,18,24,26,12,12,12,\N,\N,\N,\N,11,0,44
6286,298,108,37,17,22,13,13,13,\N,\N,\N,\N,11,0,44
6287,298,92,33,29,25,14,14,14,\N,\N,\N,\N,11,0,44
6288,298,127,17,33,23,15,15,15,\N,\N,\N,\N,12,0,43
6289,298,91,37,16,10,16,16,16,\N,\N,\N,\N,13,0,42
6290,298,99,36,15,19,,R,17,\N,\N,\N,\N,5,0,33
6291,298,110,25,4,20,,R,18,\N,\N,\N,\N,5,0,25
6292,298,65,32,12,11,,R,19,\N,\N,\N,\N,5,0,23
6293,298,122,6,28,12,,R,20,\N,\N,\N,\N,5,0,21
6294,298,57,32,11,13,,R,21,\N,\N,\N,\N,5,0,21
6295,298,77,1,2,4,,R,22,\N,\N,\N,\N,10,0,16
6296,298,129,25,3,14,,R,23,\N,\N,\N,\N,5,0,8
6297,298,79,33,30,16,,R,24,\N,\N,\N,\N,20,0,8
6298,298,88,29,10,15,,R,25,\N,\N,\N,\N,20,0,1
6299,298,70,18,23,24,,R,26,\N,\N,\N,\N,6,0,1
6300,298,131,17,32,0,,F,27,\N,\N,\N,\N,81,0,0
6301,298,128,34,7,0,,F,28,\N,\N,\N,\N,81,0,0
6302,298,130,36,14,0,,F,29,\N,\N,\N,\N,81,0,0
6303,298,71,34,8,0,,F,30,\N,\N,\N,\N,81,0,0
6304,298,90,38,34,0,,F,31,\N,\N,\N,\N,97,0,0
6305,298,135,38,35,0,,E,32,\N,\N,\N,\N,96,0,0
6306,299,102,1,1,3,1,1,1,46:19.2,6379216,\N,\N,1,10,77
6307,299,95,3,5,2,2,2,2,40.139,6419355,\N,\N,1,6,77
6308,299,77,1,2,5,3,3,3,50.782,6429998,\N,\N,1,4,77
6309,299,57,32,11,16,4,4,4,54.313,6433529,\N,\N,1,3,77
6310,299,84,22,20,6,5,5,5,57.498,6436714,\N,\N,1,2,77
6311,299,122,6,28,10,6,6,6,\N,\N,\N,\N,11,1,76
6312,299,105,29,9,7,7,7,7,\N,\N,\N,\N,12,0,75
6313,299,110,25,4,19,8,8,8,\N,\N,\N,\N,12,0,75
6314,299,108,37,17,17,9,9,9,\N,\N,\N,\N,13,0,74
6315,299,127,17,33,21,10,10,10,\N,\N,\N,\N,14,0,73
6316,299,71,34,8,25,11,11,11,\N,\N,\N,\N,14,0,73
6317,299,30,22,19,4,,R,12,\N,\N,\N,\N,41,0,63
6318,299,119,3,6,1,,R,13,\N,\N,\N,\N,5,0,55
6319,299,94,35,22,26,,R,14,\N,\N,\N,\N,6,0,40
6320,299,79,33,30,20,,R,15,\N,\N,\N,\N,5,0,35
6321,299,55,6,27,9,,R,16,\N,\N,\N,\N,20,0,14
6322,299,92,33,29,15,,R,17,\N,\N,\N,\N,4,0,13
6323,299,88,29,10,14,,R,18,\N,\N,\N,\N,4,0,13
6324,299,129,25,3,22,,R,19,\N,\N,\N,\N,4,0,13
6325,299,91,37,16,23,,R,20,\N,\N,\N,\N,4,0,13
6326,299,131,17,32,24,,R,21,\N,\N,\N,\N,4,0,13
6327,299,128,36,14,18,,R,22,\N,\N,\N,\N,20,0,2
6328,299,123,27,25,8,,R,23,\N,\N,\N,\N,4,0,0
6329,299,100,27,26,11,,R,24,\N,\N,\N,\N,4,0,0
6330,299,99,36,15,12,,R,25,\N,\N,\N,\N,4,0,0
6331,299,65,32,12,13,,R,26,\N,\N,\N,\N,4,0,0
6332,299,81,18,24,0,,F,27,\N,\N,\N,\N,81,0,0
6333,299,109,35,21,0,,F,28,\N,\N,\N,\N,81,0,0
6334,299,70,18,23,0,,F,29,\N,\N,\N,\N,81,0,0
6335,299,90,38,34,0,,F,30,\N,\N,\N,\N,81,0,0
6336,299,135,38,35,0,,F,31,\N,\N,\N,\N,97,0,0
6337,300,30,22,19,3,1,1,1,36:10.7,5770721,\N,\N,1,10,44
6338,300,95,3,5,1,2,2,2,36.595,5807316,\N,\N,1,6,44
6339,300,119,3,6,4,3,3,3,43.897,5814618,\N,\N,1,4,44
6340,300,84,22,20,9,4,4,4,46.059,5816780,\N,\N,1,3,44
6341,300,102,1,1,2,5,5,5,+1:08.369,5839090,\N,\N,1,2,44
6342,300,57,32,11,8,6,6,6,+1:10.030,5840751,\N,\N,1,1,44
6343,300,109,35,21,16,7,7,7,+1:38.237,5868958,\N,\N,1,0,44
6344,300,110,25,4,13,8,8,8,\N,\N,\N,\N,11,0,43
6345,300,88,29,10,25,9,9,9,\N,\N,\N,\N,11,0,43
6346,300,128,36,14,15,10,10,10,\N,\N,\N,\N,11,0,43
6347,300,91,37,16,18,11,11,11,\N,\N,\N,\N,11,0,43
6348,300,125,37,17,21,12,12,12,\N,\N,\N,\N,11,0,43
6349,300,65,32,12,10,13,13,13,\N,\N,\N,\N,5,0,43
6350,300,127,17,33,24,14,14,14,\N,\N,\N,\N,12,0,42
6351,300,131,17,32,17,15,15,15,\N,\N,\N,\N,12,0,42
6352,300,81,18,24,23,16,16,16,\N,\N,\N,\N,12,0,42
6353,300,79,33,30,26,17,17,17,\N,\N,\N,\N,12,0,42
6354,300,92,33,29,20,18,18,18,\N,\N,\N,\N,20,0,40
6355,300,123,27,25,7,,R,19,\N,\N,\N,\N,20,0,27
6356,300,122,6,28,12,,R,20,\N,\N,\N,\N,5,0,25
6357,300,99,36,15,11,,R,21,\N,\N,\N,\N,5,0,25
6358,300,105,29,9,14,,R,22,\N,\N,\N,\N,6,0,20
6359,300,55,6,27,5,,R,23,\N,\N,\N,\N,29,0,7
6360,300,129,25,3,22,,R,24,\N,\N,\N,\N,3,0,1
6361,300,77,1,2,6,,R,25,\N,\N,\N,\N,7,0,0
6362,300,94,35,22,19,,R,26,\N,\N,\N,\N,20,0,0
6363,300,104,18,23,0,,F,27,\N,\N,\N,\N,81,0,0
6364,300,90,38,34,0,,F,28,\N,\N,\N,\N,81,0,0
6365,300,135,38,35,0,,F,29,\N,\N,\N,\N,81,0,0
6366,300,100,27,26,0,,W,30,\N,\N,\N,\N,54,0,0
6367,301,102,1,1,2,1,1,1,18:15.3,4695349,\N,\N,1,10,53
6368,301,84,22,20,9,2,2,2,17.05,4712399,\N,\N,1,6,53
6369,301,30,22,19,6,3,3,3,24.373,4719722,\N,\N,1,4,53
6370,301,77,1,2,5,4,4,4,+1:25.490,4780839,\N,\N,1,3,53
6371,301,119,3,6,4,5,5,5,+1:33.158,4788507,\N,\N,1,2,53
6372,301,110,25,4,21,6,6,6,\N,\N,\N,\N,11,1,52
6373,301,105,29,9,16,7,7,7,\N,\N,\N,\N,11,0,52
6374,301,94,35,22,22,8,8,8,\N,\N,\N,\N,11,0,52
6375,301,79,33,30,23,9,9,9,\N,\N,\N,\N,7,0,50
6376,301,91,37,16,17,10,10,10,\N,\N,\N,\N,13,0,50
6377,301,109,35,21,14,11,11,11,\N,\N,\N,\N,5,0,47
6378,301,127,17,33,26,,R,12,\N,\N,\N,\N,7,0,46
6379,301,95,3,5,1,,R,13,\N,\N,\N,\N,10,0,41
6380,301,123,27,25,8,,R,14,\N,\N,\N,\N,37,0,41
6381,301,100,27,26,15,,R,15,\N,\N,\N,\N,20,0,35
6382,301,99,36,15,20,,R,16,\N,\N,\N,\N,6,0,30
6383,301,129,25,3,18,,R,17,\N,\N,\N,\N,5,0,26
6384,301,65,32,12,13,,R,18,\N,\N,\N,\N,5,0,18
6385,301,125,37,17,24,,R,19,\N,\N,\N,\N,5,0,17
6386,301,55,6,27,3,,R,20,\N,\N,\N,\N,69,0,12
6387,301,122,6,28,7,,R,21,\N,\N,\N,\N,10,0,12
6388,301,81,18,24,12,,R,22,\N,\N,\N,\N,5,0,12
6389,301,92,33,29,10,,R,23,\N,\N,\N,\N,5,0,11
6390,301,57,32,11,11,,R,24,\N,\N,\N,\N,5,0,5
6391,301,88,29,10,19,,R,25,\N,\N,\N,\N,22,0,2
6392,301,128,36,14,25,,R,26,\N,\N,\N,\N,8,0,0
6393,301,104,18,23,0,,F,27,\N,\N,\N,\N,81,0,0
6394,301,131,17,32,0,,F,28,\N,\N,\N,\N,81,0,0
6395,302,95,3,5,1,1,1,1,34:46.7,5686659,\N,\N,1,10,71
6396,302,77,1,2,4,2,2,2,37.533,5724192,\N,\N,1,6,71
6397,302,102,1,1,3,3,3,3,\N,\N,\N,\N,11,4,70
6398,302,84,22,20,6,4,4,4,\N,\N,\N,\N,11,3,70
6399,302,57,32,11,7,5,5,5,\N,\N,\N,\N,11,2,70
6400,302,105,29,9,8,6,6,6,\N,\N,\N,\N,11,1,70
6401,302,30,22,19,5,7,7,7,\N,\N,\N,\N,12,0,69
6402,302,123,27,25,11,8,8,8,\N,\N,\N,\N,12,0,69
6403,302,110,25,4,12,9,9,9,\N,\N,\N,\N,12,0,69
6404,302,88,29,10,17,10,10,10,\N,\N,\N,\N,13,0,68
6405,302,125,37,17,23,11,11,11,\N,\N,\N,\N,13,0,68
6406,302,104,18,23,26,12,12,12,\N,\N,\N,\N,13,0,68
6407,302,131,17,32,24,13,13,13,\N,\N,\N,\N,13,0,68
6408,302,81,18,24,18,14,14,14,\N,\N,\N,\N,13,0,68
6409,302,109,35,21,19,,R,15,\N,\N,\N,\N,68,0,51
6410,302,91,37,16,22,,R,16,\N,\N,\N,\N,6,0,48
6411,302,100,27,26,14,,R,17,\N,\N,\N,\N,5,0,47
6412,302,79,33,30,25,,R,18,\N,\N,\N,\N,20,0,46
6413,302,119,3,6,2,,R,19,\N,\N,\N,\N,4,0,43
6414,302,94,35,22,21,,R,20,\N,\N,\N,\N,29,0,43
6415,302,122,6,28,16,,R,21,\N,\N,\N,\N,5,0,34
6416,302,129,25,3,15,,R,22,\N,\N,\N,\N,6,0,27
6417,302,92,33,29,13,,R,23,\N,\N,\N,\N,5,0,25
6418,302,127,17,33,20,,R,24,\N,\N,\N,\N,10,0,19
6419,302,55,6,27,10,,R,25,\N,\N,\N,\N,20,0,12
6420,302,65,32,12,9,,R,26,\N,\N,\N,\N,3,0,2
6421,303,119,3,6,2,1,1,1,33:09.5,5589533,\N,\N,1,10,53
6422,303,77,1,2,4,2,2,2,13.729,5603262,\N,\N,1,6,53
6423,303,84,22,20,13,3,3,3,+1:15.503,5665036,\N,\N,1,4,53
6424,303,110,25,4,9,4,4,4,\N,\N,\N,\N,11,3,52
6425,303,55,6,27,15,5,5,5,\N,\N,\N,\N,11,2,52
6426,303,104,18,23,12,6,6,6,\N,\N,\N,\N,11,1,52
6427,303,131,17,32,17,7,7,7,\N,\N,\N,\N,11,0,52
6428,303,88,29,10,16,8,8,8,\N,\N,\N,\N,11,0,52
6429,303,109,35,21,22,9,9,9,\N,\N,\N,\N,11,0,52
6430,303,94,35,22,19,10,10,10,\N,\N,\N,\N,11,0,52
6431,303,79,33,30,20,11,11,11,\N,\N,\N,\N,11,0,52
6432,303,78,6,28,11,12,12,12,\N,\N,\N,\N,11,0,52
6433,303,125,37,17,26,13,13,13,\N,\N,\N,\N,12,0,51
6434,303,81,18,24,14,14,14,14,\N,\N,\N,\N,12,0,51
6435,303,105,29,9,24,15,15,15,\N,\N,\N,\N,12,0,51
6436,303,95,3,5,1,,R,16,\N,\N,\N,\N,5,0,44
6437,303,57,32,11,7,,R,17,\N,\N,\N,\N,5,0,44
6438,303,92,33,29,18,,R,18,\N,\N,\N,\N,4,0,39
6439,303,100,27,26,8,,R,19,\N,\N,\N,\N,5,0,36
6440,303,136,37,16,23,,R,20,\N,\N,\N,\N,8,0,27
6441,303,127,17,33,25,,R,21,\N,\N,\N,\N,20,0,22
6442,303,65,32,12,6,,R,22,\N,\N,\N,\N,6,0,15
6443,303,30,22,19,5,,R,23,\N,\N,\N,\N,6,0,13
6444,303,129,25,3,21,,R,24,\N,\N,\N,\N,20,0,6
6445,303,123,27,25,10,,R,25,\N,\N,\N,\N,6,0,3
6446,303,102,1,1,3,,R,26,\N,\N,\N,\N,5,0,2
6447,304,77,1,2,4,1,1,1,46:54.8,6414786,\N,\N,1,10,81
6448,304,30,22,19,5,2,2,2,0.741,6415527,\N,\N,1,6,81
6449,304,84,22,20,8,3,3,3,54.156,6468942,\N,\N,1,4,81
6450,304,55,6,27,6,4,4,4,\N,\N,\N,\N,11,3,80
6451,304,123,27,25,22,5,5,5,\N,\N,\N,\N,11,2,80
6452,304,131,17,32,15,6,6,6,\N,\N,\N,\N,11,1,80
6453,304,57,32,11,10,7,7,7,\N,\N,\N,\N,11,0,80
6454,304,88,29,10,18,8,8,8,\N,\N,\N,\N,12,0,79
6455,304,104,18,23,17,9,9,9,\N,\N,\N,\N,12,0,79
6456,304,81,18,24,16,10,10,10,\N,\N,\N,\N,12,0,79
6457,304,78,6,28,19,11,11,11,\N,\N,\N,\N,12,0,79
6458,304,136,37,16,25,12,12,12,\N,\N,\N,\N,13,0,78
6459,304,65,32,12,12,13,13,13,\N,\N,\N,\N,14,0,77
6460,304,109,35,21,24,,R,14,\N,\N,\N,\N,6,0,70
6461,304,125,37,17,23,,R,15,\N,\N,\N,\N,6,0,55
6462,304,92,33,29,21,,R,16,\N,\N,\N,\N,69,0,51
6463,304,119,3,6,3,,R,17,\N,\N,\N,\N,5,0,50
6464,304,79,33,30,26,,R,18,\N,\N,\N,\N,24,0,35
6465,304,110,25,4,7,,R,19,\N,\N,\N,\N,5,0,29
6466,304,95,3,5,1,,R,20,\N,\N,\N,\N,4,0,18
6467,304,102,1,1,2,,R,21,\N,\N,\N,\N,4,0,18
6468,304,127,17,33,20,,R,22,\N,\N,\N,\N,20,0,7
6469,304,100,27,26,9,,R,23,\N,\N,\N,\N,5,0,4
6470,304,105,29,9,11,,R,24,\N,\N,\N,\N,5,0,0
6471,304,94,35,22,14,,R,25,\N,\N,\N,\N,3,0,0
6472,304,129,25,3,13,,R,26,\N,\N,\N,\N,3,0,0
6473,305,102,1,1,1,1,1,1,00:47.8,7247828,\N,\N,1,10,81
6474,305,117,6,27,2,2,2,2,16.322,7264150,\N,\N,1,6,81
6475,305,137,22,20,5,3,3,3,+1:17.376,7325204,\N,\N,1,4,81
6476,305,131,25,4,11,4,4,4,+1:25.409,7333237,\N,\N,1,3,81
6477,305,138,25,3,16,5,5,5,\N,\N,\N,\N,11,2,80
6478,305,88,33,30,21,6,6,6,\N,\N,\N,\N,12,1,79
6479,305,78,40,34,17,7,7,7,\N,\N,\N,\N,13,0,78
6480,305,99,39,17,22,8,8,8,\N,\N,\N,\N,14,0,77
6481,305,94,18,23,15,9,9,9,\N,\N,\N,\N,5,0,75
6482,305,92,17,32,14,10,10,10,\N,\N,\N,\N,5,0,75
6483,305,84,34,7,12,11,11,11,\N,\N,\N,\N,18,0,73
6484,305,55,6,28,6,12,12,12,\N,\N,\N,\N,6,0,72
6485,305,57,32,11,13,13,13,13,\N,\N,\N,\N,5,0,59
6486,305,119,3,6,3,,R,14,\N,\N,\N,\N,6,0,49
6487,305,90,22,19,8,,R,15,\N,\N,\N,\N,4,0,49
6488,305,105,29,9,25,,R,16,\N,\N,\N,\N,5,0,41
6489,305,122,41,16,18,,R,17,\N,\N,\N,\N,6,0,40
6490,305,123,27,25,20,,R,18,\N,\N,\N,\N,5,0,40
6491,305,77,1,2,7,,R,19,\N,\N,\N,\N,48,0,36
6492,305,95,3,5,4,,R,20,\N,\N,\N,\N,6,0,35
6493,305,127,41,15,23,,R,21,\N,\N,\N,\N,6,0,34
6494,305,87,34,8,24,,R,22,\N,\N,\N,\N,20,0,32
6495,305,139,35,21,9,,R,23,\N,\N,\N,\N,6,0,16
6496,305,81,18,24,26,,R,24,\N,\N,\N,\N,6,0,15
6497,305,109,35,22,10,,R,25,\N,\N,\N,\N,6,0,12
6498,305,103,33,29,19,,R,26,\N,\N,\N,\N,5,0,4
6499,305,133,29,10,0,,F,27,\N,\N,\N,\N,81,0,0
6500,305,140,39,18,0,,F,28,\N,\N,\N,\N,81,0,0
6501,305,100,27,26,0,,F,29,\N,\N,\N,\N,81,0,0
6502,305,141,32,12,0,,F,30,\N,\N,\N,\N,81,0,0
6503,305,110,17,33,0,,F,31,\N,\N,\N,\N,97,0,0
6504,305,142,42,31,0,,F,32,\N,\N,\N,\N,97,0,0
6505,305,129,36,14,0,,F,33,\N,\N,\N,\N,97,0,0
6506,305,128,40,35,0,,F,34,\N,\N,\N,\N,97,0,0
6507,306,102,1,1,1,1,1,1,38:28.1,5908128,\N,\N,1,10,71
6508,306,119,3,6,2,2,2,2,2.991,5911119,\N,\N,1,6,71
6509,306,77,1,2,4,3,3,3,5.416,5913544,\N,\N,1,4,71
6510,306,117,6,27,6,4,4,4,18.369,5926497,\N,\N,1,3,71
6511,306,137,22,20,7,5,5,5,21.96,5930088,\N,\N,1,2,71
6512,306,55,6,28,5,6,6,6,23.641,5931769,\N,\N,1,1,71
6513,306,90,22,19,14,7,7,7,\N,\N,\N,\N,11,0,70
6514,306,81,18,24,21,8,8,8,\N,\N,\N,\N,12,0,69
6515,306,57,32,11,22,9,9,9,\N,\N,\N,\N,13,0,68
6516,306,123,27,25,18,10,10,10,\N,\N,\N,\N,13,0,68
6517,306,139,35,21,12,11,11,11,\N,\N,\N,\N,13,0,68
6518,306,84,34,7,26,12,12,12,\N,\N,\N,\N,14,0,67
6519,306,92,17,32,10,13,13,13,\N,\N,\N,\N,69,0,63
6520,306,95,3,5,3,,R,14,\N,\N,\N,\N,6,0,59
6521,306,100,27,26,23,,R,15,\N,\N,\N,\N,5,0,50
6522,306,94,18,23,20,,R,16,\N,\N,\N,\N,20,0,47
6523,306,87,34,8,25,,R,17,\N,\N,\N,\N,5,0,34
6524,306,103,33,29,11,,R,18,\N,\N,\N,\N,21,0,33
6525,306,109,35,22,19,,R,19,\N,\N,\N,\N,10,0,22
6526,306,110,17,33,13,,R,20,\N,\N,\N,\N,5,0,20
6527,306,131,25,4,9,,R,21,\N,\N,\N,\N,6,0,19
6528,306,122,41,16,15,,R,22,\N,\N,\N,\N,7,0,16
6529,306,138,25,3,16,,R,23,\N,\N,\N,\N,20,0,12
6530,306,127,41,15,8,,R,24,\N,\N,\N,\N,68,0,9
6531,306,99,39,17,24,,R,25,\N,\N,\N,\N,22,0,0
6532,306,88,33,30,17,,R,26,\N,\N,\N,\N,48,0,0
6533,306,133,29,10,0,,F,27,\N,\N,\N,\N,81,0,0
6534,306,140,39,18,0,,F,28,\N,\N,\N,\N,81,0,0
6535,306,105,29,9,0,,F,29,\N,\N,\N,\N,81,0,0
6536,306,141,32,12,0,,F,30,\N,\N,\N,\N,81,0,0
6537,306,129,36,14,0,,F,31,\N,\N,\N,\N,97,0,0
6538,306,128,40,35,0,,F,32,\N,\N,\N,\N,97,0,0
6539,306,78,40,34,0,,F,33,\N,\N,\N,\N,97,0,0
6540,306,142,42,31,0,,F,34,\N,\N,\N,\N,97,0,0
6541,307,102,1,1,1,1,1,1,35:14.8,5714750,\N,\N,1,10,61
6542,307,77,1,2,5,2,2,2,1.675,5716425,\N,\N,1,6,61
6543,307,109,35,22,16,3,3,3,\N,\N,\N,\N,11,4,60
6544,307,94,18,23,9,4,4,4,\N,\N,\N,\N,12,3,59
6545,307,57,32,11,25,5,5,5,\N,\N,\N,\N,13,2,58
6546,307,141,32,12,26,6,6,6,\N,\N,\N,\N,13,1,58
6547,307,123,27,25,24,7,7,7,\N,\N,\N,\N,13,0,58
6548,307,87,34,8,23,8,8,8,\N,\N,\N,\N,13,0,58
6549,307,128,40,35,21,9,9,9,\N,\N,\N,\N,60,0,57
6550,307,100,27,26,19,10,10,10,\N,\N,\N,\N,14,0,57
6551,307,84,34,7,18,11,11,11,\N,\N,\N,\N,14,0,57
6552,307,127,41,15,15,12,12,12,\N,\N,\N,\N,5,0,55
6553,307,90,22,19,13,13,13,13,\N,\N,\N,\N,5,0,54
6554,307,131,25,4,6,,R,14,\N,\N,\N,\N,7,0,41
6555,307,110,17,33,11,,R,15,\N,\N,\N,\N,6,0,37
6556,307,92,17,32,13,,R,16,\N,\N,\N,\N,22,0,37
6557,307,122,41,16,22,,R,17,\N,\N,\N,\N,20,0,24
6558,307,103,26,29,17,,R,18,\N,\N,\N,\N,5,0,17
6559,307,119,3,6,2,,R,19,\N,\N,\N,\N,10,0,17
6560,307,138,25,3,10,,R,20,\N,\N,\N,\N,7,0,15
6561,307,81,18,24,8,,R,21,\N,\N,\N,\N,6,0,10
6562,307,55,6,28,7,,R,22,\N,\N,\N,\N,20,0,2
6563,307,88,26,30,20,,R,23,\N,\N,\N,\N,20,0,2
6564,307,137,22,20,14,,R,24,\N,\N,\N,\N,20,0,1
6565,307,95,3,5,4,,R,25,\N,\N,\N,\N,4,0,0
6566,307,117,6,27,3,,W,26,\N,\N,\N,\N,20,0,0
6567,307,99,39,17,0,,F,27,\N,\N,\N,\N,81,0,0
6568,307,120,39,18,0,,F,28,\N,\N,\N,\N,81,0,0
6569,307,133,29,10,0,,F,29,\N,\N,\N,\N,81,0,0
6570,307,105,29,9,0,,F,30,\N,\N,\N,\N,81,0,0
6571,307,139,35,21,0,,F,31,\N,\N,\N,\N,97,0,0
6572,307,129,36,14,0,,F,32,\N,\N,\N,\N,97,0,0
6573,307,78,40,34,0,,F,33,\N,\N,\N,\N,97,0,0
6574,307,142,42,31,0,,F,34,\N,\N,\N,\N,97,0,0
6575,308,102,1,1,1,1,1,1,53:02.3,6782334,\N,\N,1,10,78
6576,308,95,3,5,5,2,2,2,18.348,6800682,\N,\N,1,6,78
6577,308,55,6,28,9,3,3,3,47.455,6829789,\N,\N,1,4,78
6578,308,90,22,19,8,4,4,4,\N,\N,\N,\N,11,3,77
6579,308,117,6,27,7,5,5,5,\N,\N,\N,\N,11,2,77
6580,308,139,35,21,12,6,6,6,\N,\N,\N,\N,11,1,77
6581,308,123,27,25,16,7,7,7,\N,\N,\N,\N,12,0,76
6582,308,92,17,32,23,8,8,8,\N,\N,\N,\N,12,0,76
6583,308,103,26,29,13,9,9,9,\N,\N,\N,\N,12,0,76
6584,308,100,27,26,26,10,10,10,\N,\N,\N,\N,12,0,76
6585,308,109,35,22,21,11,11,11,\N,\N,\N,\N,13,0,75
6586,308,94,18,23,14,12,12,12,\N,\N,\N,\N,16,0,72
6587,308,57,32,11,25,,R,13,\N,\N,\N,\N,44,0,64
6588,308,81,18,24,17,,R,14,\N,\N,\N,\N,6,0,49
6589,308,127,41,15,15,,R,15,\N,\N,\N,\N,37,0,43
6590,308,131,25,4,2,,R,16,\N,\N,\N,\N,5,0,42
6591,308,119,3,6,3,,R,17,\N,\N,\N,\N,20,0,42
6592,308,87,34,8,19,,R,18,\N,\N,\N,\N,20,0,41
6593,308,105,29,9,22,,R,19,\N,\N,\N,\N,5,0,39
6594,308,138,25,3,11,,R,20,\N,\N,\N,\N,20,0,35
6595,308,88,26,30,20,,R,21,\N,\N,\N,\N,5,0,24
6596,308,110,17,33,10,,R,22,\N,\N,\N,\N,37,0,21
6597,308,122,41,16,18,,R,23,\N,\N,\N,\N,23,0,12
6598,308,99,39,17,24,,R,24,\N,\N,\N,\N,6,0,9
6599,308,77,1,2,6,,R,25,\N,\N,\N,\N,20,0,9
6600,308,137,22,20,4,,R,26,\N,\N,\N,\N,22,0,0
6601,308,141,32,12,0,,F,27,\N,\N,\N,\N,81,0,0
6602,308,120,39,18,0,,F,28,\N,\N,\N,\N,81,0,0
6603,308,133,29,10,0,,F,29,\N,\N,\N,\N,81,0,0
6604,308,84,34,7,0,,F,30,\N,\N,\N,\N,81,0,0
6605,308,78,40,34,0,,F,31,\N,\N,\N,\N,97,0,0
6606,308,128,40,35,0,,F,32,\N,\N,\N,\N,97,0,0
6607,308,142,42,31,0,,F,33,\N,\N,\N,\N,97,0,0
6608,308,129,36,14,0,,F,34,\N,\N,\N,\N,97,0,0
6609,309,137,22,20,8,1,1,1,38:51.5,5931490,\N,\N,1,10,69
6610,309,131,25,4,9,2,2,2,31.832,5963322,\N,\N,1,6,69
6611,309,119,3,6,1,3,3,3,42.217,5973707,\N,\N,1,4,69
6612,309,110,17,33,11,4,4,4,+1:20.210,6011700,\N,\N,1,3,69
6613,309,92,17,32,14,5,5,5,+1:22.351,6013841,\N,\N,1,2,69
6614,309,95,3,5,2,6,6,6,\N,\N,\N,\N,10,1,68
6615,309,94,18,23,18,7,7,7,\N,\N,\N,\N,11,0,68
6616,309,100,27,26,26,8,8,8,\N,\N,\N,\N,11,0,68
6617,309,139,35,21,10,9,9,9,\N,\N,\N,\N,11,0,68
6618,309,138,25,3,12,10,10,10,\N,\N,\N,\N,12,0,67
6619,309,127,41,15,23,,R,11,\N,\N,\N,\N,5,0,61
6620,309,109,35,22,17,,R,12,\N,\N,\N,\N,5,0,50
6621,309,140,29,10,25,,R,13,\N,\N,\N,\N,37,0,48
6622,309,122,41,16,13,,R,14,\N,\N,\N,\N,5,0,42
6623,309,55,6,28,7,,R,15,\N,\N,\N,\N,5,0,34
6624,309,103,26,29,19,,R,16,\N,\N,\N,\N,6,0,29
6625,309,117,6,27,4,,R,17,\N,\N,\N,\N,6,0,27
6626,309,123,27,25,16,,R,18,\N,\N,\N,\N,5,0,27
6627,309,102,1,1,3,,R,19,\N,\N,\N,\N,91,0,25
6628,309,57,32,11,24,,R,20,\N,\N,\N,\N,20,0,21
6629,309,84,34,7,20,,R,21,\N,\N,\N,\N,5,0,21
6630,309,81,18,24,15,,R,22,\N,\N,\N,\N,20,0,20
6631,309,90,22,19,5,,R,23,\N,\N,\N,\N,22,0,10
6632,309,77,1,2,6,,R,24,\N,\N,\N,\N,98,0,4
6633,309,88,26,30,22,,R,25,\N,\N,\N,\N,95,0,3
6634,309,105,29,9,21,,R,26,\N,\N,\N,\N,37,0,2
6635,309,120,39,18,0,,F,27,\N,\N,\N,\N,81,0,0
6636,309,99,39,17,0,,F,28,\N,\N,\N,\N,81,0,0
6637,309,87,34,8,0,,F,29,\N,\N,\N,\N,81,0,0
6638,309,65,32,12,0,,F,30,\N,\N,\N,\N,81,0,0
6639,309,129,36,14,0,,F,31,\N,\N,\N,\N,97,0,0
6640,309,78,40,34,0,,F,32,\N,\N,\N,\N,97,0,0
6641,309,128,40,35,0,,F,33,\N,\N,\N,\N,97,0,0
6642,309,142,42,31,0,,F,34,\N,\N,\N,\N,97,0,0
6643,310,119,3,6,1,1,1,1,29:52.2,5392205,\N,\N,1,10,67
6644,310,95,3,5,2,2,2,2,1.336,5393541,\N,\N,1,6,67
6645,310,102,1,1,3,3,3,3,57.356,5449561,\N,\N,1,4,67
6646,310,110,17,33,11,4,4,4,\N,\N,\N,\N,11,3,66
6647,310,90,22,19,9,5,5,5,\N,\N,\N,\N,11,2,66
6648,310,103,26,29,23,6,6,6,\N,\N,\N,\N,11,1,66
6649,310,81,18,24,14,7,7,7,\N,\N,\N,\N,11,0,66
6650,310,123,27,25,10,8,8,8,\N,\N,\N,\N,12,0,65
6651,310,57,32,11,24,9,9,9,\N,\N,\N,\N,12,0,65
6652,310,65,32,12,25,10,10,10,\N,\N,\N,\N,12,0,65
6653,310,131,25,4,8,11,11,11,\N,\N,\N,\N,12,0,65
6654,310,138,25,3,13,12,12,12,\N,\N,\N,\N,13,0,64
6655,310,87,34,8,12,,R,13,\N,\N,\N,\N,5,0,54
6656,310,92,17,32,20,,R,14,\N,\N,\N,\N,20,0,51
6657,310,88,26,30,19,,R,15,\N,\N,\N,\N,6,0,48
6658,310,137,22,20,6,,R,16,\N,\N,\N,\N,67,0,44
6659,310,55,6,28,4,,R,17,\N,\N,\N,\N,8,0,42
6660,310,109,35,22,16,,R,18,\N,\N,\N,\N,5,0,30
6661,310,105,29,9,26,,R,19,\N,\N,\N,\N,5,0,24
